Year;LOCATION;VARIABLE;UNIT_MULT;FREQ;OBS_VALUE;TIME_FORMAT;UNIT_MEASURE
1994;Slovakia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;11.9;Annual;number of maternal deaths per 100,000 live births
2007;Slovakia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;9.5;Annual;number of maternal deaths per 100,000 live births
1990;Kenya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;338.9;Annual;number of maternal deaths per 100,000 live births
2003;Kenya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;510.6;Annual;number of maternal deaths per 100,000 live births
2000;India;Maternal mortality ratio (MMR) (upper bound);Units;Annual;409.5;Annual;number of maternal deaths per 100,000 live births
2005;India;Maternal mortality ratio (MMR) (upper bound);Units;Annual;314.4;Annual;number of maternal deaths per 100,000 live births
2000;Guinea;Maternal mortality ratio (MMR);Units;Annual;794.9;Annual;number of maternal deaths per 100,000 live births
2002;Bosnia and Herzegovina;Number of maternal deaths (lower bound);Units;Annual;4.0;Annual;Number
2000;Japan;Maternal mortality ratio (MMR);Units;Annual;13.6;Annual;number of maternal deaths per 100,000 live births
2009;Japan;Maternal mortality ratio (MMR);Units;Annual;9.7;Annual;number of maternal deaths per 100,000 live births
1992;Paraguay;Maternal mortality ratio (MMR);Units;Annual;133.4;Annual;number of maternal deaths per 100,000 live births
1997;Paraguay;Maternal mortality ratio (MMR);Units;Annual;111.3;Annual;number of maternal deaths per 100,000 live births
2009;Paraguay;Maternal mortality ratio (MMR);Units;Annual;103.6;Annual;number of maternal deaths per 100,000 live births
1994;Sudan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;345.0;Annual;number of maternal deaths per 100,000 live births
2006;Sudan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;240.3;Annual;number of maternal deaths per 100,000 live births
1992;Botswana;Number of maternal deaths (upper bound);Units;Annual;307.0;Annual;Number
1995;Botswana;Number of maternal deaths (upper bound);Units;Annual;768.0;Annual;Number
1997;Botswana;Number of maternal deaths (upper bound);Units;Annual;1229.0;Annual;Number
2003;Botswana;Number of maternal deaths (upper bound);Units;Annual;1284.0;Annual;Number
2006;Botswana;Number of maternal deaths (upper bound);Units;Annual;850.0;Annual;Number
2001;Mongolia;Number of maternal deaths;Units;Annual;67.0;Annual;Number
2010;Mongolia;Number of maternal deaths;Units;Annual;45.0;Annual;Number
1997;Hungary;Maternal mortality ratio (MMR) (lower bound);Units;Annual;15.4;Annual;number of maternal deaths per 100,000 live births
1990;Sweden;Number of maternal deaths (upper bound);Units;Annual;10.0;Annual;Number
1993;Sweden;Number of maternal deaths (upper bound);Units;Annual;9.0;Annual;Number
1995;Sweden;Number of maternal deaths (upper bound);Units;Annual;8.0;Annual;Number
1997;Sweden;Number of maternal deaths (upper bound);Units;Annual;8.0;Annual;Number
1998;Sweden;Number of maternal deaths (upper bound);Units;Annual;7.0;Annual;Number
2004;Sweden;Number of maternal deaths (upper bound);Units;Annual;7.0;Annual;Number
2008;Sweden;Number of maternal deaths (upper bound);Units;Annual;6.0;Annual;Number
1990;Haiti;Maternal mortality ratio (MMR);Units;Annual;451.7;Annual;number of maternal deaths per 100,000 live births
1995;Haiti;Maternal mortality ratio (MMR);Units;Annual;478.0;Annual;number of maternal deaths per 100,000 live births
1998;Haiti;Maternal mortality ratio (MMR);Units;Annual;564.3;Annual;number of maternal deaths per 100,000 live births
2003;Haiti;Maternal mortality ratio (MMR);Units;Annual;598.6;Annual;number of maternal deaths per 100,000 live births
2011;Haiti;Maternal mortality ratio (MMR);Units;Annual;450.9;Annual;number of maternal deaths per 100,000 live births
2003;Congo, the Democratic Republic of the;Maternal mortality ratio (MMR);Units;Annual;495.1;Annual;number of maternal deaths per 100,000 live births
2005;Congo, the Democratic Republic of the;Maternal mortality ratio (MMR);Units;Annual;522.0;Annual;number of maternal deaths per 100,000 live births
1991;Singapore;Number of maternal deaths;Units;Annual;5.0;Annual;Number
1992;Singapore;Number of maternal deaths;Units;Annual;5.0;Annual;Number
2002;Singapore;Number of maternal deaths;Units;Annual;4.0;Annual;Number
2003;Singapore;Number of maternal deaths;Units;Annual;4.0;Annual;Number
1998;Armenia;Maternal mortality ratio (MMR);Units;Annual;44.5;Annual;number of maternal deaths per 100,000 live births
2010;Armenia;Maternal mortality ratio (MMR);Units;Annual;26.3;Annual;number of maternal deaths per 100,000 live births
2003;Panama;Number of maternal deaths;Units;Annual;34.0;Annual;Number
2005;Panama;Number of maternal deaths;Units;Annual;34.0;Annual;Number
1995;Thailand;Maternal mortality ratio (MMR) (upper bound);Units;Annual;44.0;Annual;number of maternal deaths per 100,000 live births
2003;Thailand;Maternal mortality ratio (MMR) (upper bound);Units;Annual;63.8;Annual;number of maternal deaths per 100,000 live births
2005;Thailand;Maternal mortality ratio (MMR) (upper bound);Units;Annual;57.3;Annual;number of maternal deaths per 100,000 live births
2010;Thailand;Maternal mortality ratio (MMR) (upper bound);Units;Annual;53.7;Annual;number of maternal deaths per 100,000 live births
1995;Iraq;Number of maternal deaths;Units;Annual;1665.0;Annual;Number
1999;Iraq;Number of maternal deaths;Units;Annual;1554.0;Annual;Number
2001;Iraq;Number of maternal deaths;Units;Annual;1454.0;Annual;Number
2002;Iraq;Number of maternal deaths;Units;Annual;1444.0;Annual;Number
2005;Iraq;Number of maternal deaths;Units;Annual;1435.0;Annual;Number
2008;Iraq;Number of maternal deaths;Units;Annual;1455.0;Annual;Number
1997;New Zealand;Number of maternal deaths;Units;Annual;4.0;Annual;Number
2000;New Zealand;Number of maternal deaths;Units;Annual;5.0;Annual;Number
2001;New Zealand;Number of maternal deaths;Units;Annual;5.0;Annual;Number
2002;New Zealand;Number of maternal deaths;Units;Annual;5.0;Annual;Number
2003;New Zealand;Number of maternal deaths;Units;Annual;6.0;Annual;Number
2011;New Zealand;Number of maternal deaths;Units;Annual;6.0;Annual;Number
1992;Romania;Maternal mortality ratio (MMR) (upper bound);Units;Annual;87.2;Annual;number of maternal deaths per 100,000 live births
1992;Indonesia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;431.0;Annual;number of maternal deaths per 100,000 live births
1994;Indonesia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;426.7;Annual;number of maternal deaths per 100,000 live births
1996;Indonesia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;416.9;Annual;number of maternal deaths per 100,000 live births
1998;Indonesia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;381.8;Annual;number of maternal deaths per 100,000 live births
2005;Indonesia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;336.5;Annual;number of maternal deaths per 100,000 live births
2011;Estonia;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
1991;Seychelles;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1992;Seychelles;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
2006;Seychelles;Number of maternal deaths (upper bound);Units;Annual;2.0;Annual;Number
1996;Maldives;Number of maternal deaths;Units;Annual;16.0;Annual;Number
1992;Iran, Islamic Republic of;Number of maternal deaths (lower bound);Units;Annual;621.0;Annual;Number
1993;Iran, Islamic Republic of;Number of maternal deaths (lower bound);Units;Annual;558.0;Annual;Number
2008;Iran, Islamic Republic of;Number of maternal deaths (lower bound);Units;Annual;179.0;Annual;Number
2010;Iran, Islamic Republic of;Number of maternal deaths (lower bound);Units;Annual;157.0;Annual;Number
2001;Liberia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;1363.4;Annual;number of maternal deaths per 100,000 live births
2005;Liberia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;1172.9;Annual;number of maternal deaths per 100,000 live births
1996;Mozambique;Number of maternal deaths (lower bound);Units;Annual;3199.0;Annual;Number
2001;Mozambique;Number of maternal deaths (lower bound);Units;Annual;3922.0;Annual;Number
2003;Mozambique;Number of maternal deaths (lower bound);Units;Annual;4013.0;Annual;Number
2009;Mozambique;Number of maternal deaths (lower bound);Units;Annual;3904.0;Annual;Number
2000;Israel;Maternal mortality ratio (MMR) (lower bound);Units;Annual;8.2;Annual;number of maternal deaths per 100,000 live births
2002;Israel;Maternal mortality ratio (MMR) (lower bound);Units;Annual;7.4;Annual;number of maternal deaths per 100,000 live births
2008;Israel;Maternal mortality ratio (MMR) (lower bound);Units;Annual;6.1;Annual;number of maternal deaths per 100,000 live births
2010;Israel;Maternal mortality ratio (MMR) (lower bound);Units;Annual;5.5;Annual;number of maternal deaths per 100,000 live births
1996;Turkmenistan;Maternal mortality ratio (MMR);Units;Annual;50.0;Annual;number of maternal deaths per 100,000 live births
1999;Turkmenistan;Maternal mortality ratio (MMR);Units;Annual;38.4;Annual;number of maternal deaths per 100,000 live births
2006;Turkmenistan;Maternal mortality ratio (MMR);Units;Annual;31.6;Annual;number of maternal deaths per 100,000 live births
2009;Turkmenistan;Maternal mortality ratio (MMR);Units;Annual;27.8;Annual;number of maternal deaths per 100,000 live births
2010;Turkmenistan;Maternal mortality ratio (MMR);Units;Annual;26.8;Annual;number of maternal deaths per 100,000 live births
1990;China;Maternal mortality ratio (MMR);Units;Annual;88.0;Annual;number of maternal deaths per 100,000 live births
1995;China;Maternal mortality ratio (MMR);Units;Annual;67.4;Annual;number of maternal deaths per 100,000 live births
1998;China;Maternal mortality ratio (MMR);Units;Annual;63.4;Annual;number of maternal deaths per 100,000 live births
2007;China;Maternal mortality ratio (MMR);Units;Annual;38.2;Annual;number of maternal deaths per 100,000 live births
2008;China;Maternal mortality ratio (MMR);Units;Annual;35.3;Annual;number of maternal deaths per 100,000 live births
1993;GLOBAL;Maternal mortality ratio (MMR) (lower bound);Units;Annual;283.4;Annual;number of maternal deaths per 100,000 live births
2011;GLOBAL;Maternal mortality ratio (MMR) (lower bound);Units;Annual;189.2;Annual;number of maternal deaths per 100,000 live births
1994;Cameroon;Maternal mortality ratio (MMR) (lower bound);Units;Annual;567.8;Annual;number of maternal deaths per 100,000 live births
1995;Cameroon;Maternal mortality ratio (MMR) (lower bound);Units;Annual;604.9;Annual;number of maternal deaths per 100,000 live births
2002;Cameroon;Maternal mortality ratio (MMR) (lower bound);Units;Annual;598.9;Annual;number of maternal deaths per 100,000 live births
2003;Cameroon;Maternal mortality ratio (MMR) (lower bound);Units;Annual;574.6;Annual;number of maternal deaths per 100,000 live births
2002;Haiti;Maternal mortality ratio (MMR);Units;Annual;600.0;Annual;number of maternal deaths per 100,000 live births
1994;Congo, the Democratic Republic of the;Maternal mortality ratio (MMR);Units;Annual;483.2;Annual;number of maternal deaths per 100,000 live births
2010;Congo, the Democratic Republic of the;Maternal mortality ratio (MMR);Units;Annual;489.1;Annual;number of maternal deaths per 100,000 live births
1996;Singapore;Number of maternal deaths;Units;Annual;4.0;Annual;Number
1997;Singapore;Number of maternal deaths;Units;Annual;4.0;Annual;Number
2009;Yemen;Maternal mortality ratio (MMR);Units;Annual;279.8;Annual;number of maternal deaths per 100,000 live births
1993;Myanmar;Number of maternal deaths (lower bound);Units;Annual;6983.0;Annual;Number
1996;Mauritius;Number of maternal deaths (upper bound);Units;Annual;15.0;Annual;Number
2002;Mauritius;Number of maternal deaths (upper bound);Units;Annual;10.0;Annual;Number
2004;Mauritius;Number of maternal deaths (upper bound);Units;Annual;10.0;Annual;Number
2005;Mauritius;Number of maternal deaths (upper bound);Units;Annual;10.0;Annual;Number
2006;Tunisia;Number of maternal deaths (upper bound);Units;Annual;84.0;Annual;Number
1997;Algeria;Number of maternal deaths (lower bound);Units;Annual;522.0;Annual;Number
2006;Algeria;Number of maternal deaths (lower bound);Units;Annual;482.0;Annual;Number
1993;Korea, Republic of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;20.8;Annual;number of maternal deaths per 100,000 live births
2001;Korea, Republic of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;18.9;Annual;number of maternal deaths per 100,000 live births
2007;Korea, Republic of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;15.7;Annual;number of maternal deaths per 100,000 live births
2010;Korea, Republic of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;13.9;Annual;number of maternal deaths per 100,000 live births
1992;Trinidad and Tobago;Maternal mortality ratio (MMR) (lower bound);Units;Annual;62.6;Annual;number of maternal deaths per 100,000 live births
1993;Trinidad and Tobago;Maternal mortality ratio (MMR) (lower bound);Units;Annual;64.0;Annual;number of maternal deaths per 100,000 live births
1994;Trinidad and Tobago;Maternal mortality ratio (MMR) (lower bound);Units;Annual;65.7;Annual;number of maternal deaths per 100,000 live births
1995;Trinidad and Tobago;Maternal mortality ratio (MMR) (lower bound);Units;Annual;64.5;Annual;number of maternal deaths per 100,000 live births
1998;Trinidad and Tobago;Maternal mortality ratio (MMR) (lower bound);Units;Annual;56.4;Annual;number of maternal deaths per 100,000 live births
2006;Trinidad and Tobago;Maternal mortality ratio (MMR) (lower bound);Units;Annual;38.9;Annual;number of maternal deaths per 100,000 live births
1993;Spain;Number of maternal deaths (upper bound);Units;Annual;44.0;Annual;Number
2004;Spain;Number of maternal deaths (upper bound);Units;Annual;54.0;Annual;Number
2008;Spain;Number of maternal deaths (upper bound);Units;Annual;58.0;Annual;Number
2009;Spain;Number of maternal deaths (upper bound);Units;Annual;56.0;Annual;Number
1995;Chile;Number of maternal deaths (upper bound);Units;Annual;107.0;Annual;Number
1998;Chile;Number of maternal deaths (upper bound);Units;Annual;80.0;Annual;Number
2001;Chile;Number of maternal deaths (upper bound);Units;Annual;63.0;Annual;Number
2003;Chile;Number of maternal deaths (upper bound);Units;Annual;57.0;Annual;Number
2005;Chile;Number of maternal deaths (upper bound);Units;Annual;59.0;Annual;Number
1995;United Arab Emirates;Number of maternal deaths;Units;Annual;14.0;Annual;Number
2001;United Arab Emirates;Number of maternal deaths;Units;Annual;10.0;Annual;Number
1990;Samoa;Maternal mortality ratio (MMR) (lower bound);Units;Annual;59.8;Annual;number of maternal deaths per 100,000 live births
1993;Samoa;Maternal mortality ratio (MMR) (lower bound);Units;Annual;50.9;Annual;number of maternal deaths per 100,000 live births
1994;Samoa;Maternal mortality ratio (MMR) (lower bound);Units;Annual;46.7;Annual;number of maternal deaths per 100,000 live births
2003;Samoa;Maternal mortality ratio (MMR) (lower bound);Units;Annual;22.8;Annual;number of maternal deaths per 100,000 live births
2007;Samoa;Maternal mortality ratio (MMR) (lower bound);Units;Annual;18.3;Annual;number of maternal deaths per 100,000 live births
1999;Indonesia;Maternal mortality ratio (MMR);Units;Annual;336.9;Annual;number of maternal deaths per 100,000 live births
2002;Indonesia;Maternal mortality ratio (MMR);Units;Annual;327.7;Annual;number of maternal deaths per 100,000 live births
2008;Indonesia;Maternal mortality ratio (MMR);Units;Annual;275.8;Annual;number of maternal deaths per 100,000 live births
2009;Indonesia;Maternal mortality ratio (MMR);Units;Annual;266.3;Annual;number of maternal deaths per 100,000 live births
1995;Ghana;Maternal mortality ratio (MMR) (upper bound);Units;Annual;450.0;Annual;number of maternal deaths per 100,000 live births
1997;Ghana;Maternal mortality ratio (MMR) (upper bound);Units;Annual;449.2;Annual;number of maternal deaths per 100,000 live births
1998;Ghana;Maternal mortality ratio (MMR) (upper bound);Units;Annual;466.1;Annual;number of maternal deaths per 100,000 live births
2002;Ghana;Maternal mortality ratio (MMR) (upper bound);Units;Annual;471.3;Annual;number of maternal deaths per 100,000 live births
2007;Ghana;Maternal mortality ratio (MMR) (upper bound);Units;Annual;458.2;Annual;number of maternal deaths per 100,000 live births
2010;Ghana;Maternal mortality ratio (MMR) (upper bound);Units;Annual;427.7;Annual;number of maternal deaths per 100,000 live births
1991;Cambodia;Number of maternal deaths (upper bound);Units;Annual;1850.0;Annual;Number
1992;Cambodia;Number of maternal deaths (upper bound);Units;Annual;1837.0;Annual;Number
1999;Cambodia;Number of maternal deaths (upper bound);Units;Annual;1859.0;Annual;Number
2000;Cambodia;Number of maternal deaths (upper bound);Units;Annual;1849.0;Annual;Number
2004;Cambodia;Number of maternal deaths (upper bound);Units;Annual;1752.0;Annual;Number
2007;Cambodia;Number of maternal deaths (upper bound);Units;Annual;1594.0;Annual;Number
1997;Uruguay;Maternal mortality ratio (MMR);Units;Annual;37.2;Annual;number of maternal deaths per 100,000 live births
2000;Uruguay;Maternal mortality ratio (MMR);Units;Annual;33.2;Annual;number of maternal deaths per 100,000 live births
2002;Uruguay;Maternal mortality ratio (MMR);Units;Annual;34.5;Annual;number of maternal deaths per 100,000 live births
2003;Uruguay;Maternal mortality ratio (MMR);Units;Annual;33.7;Annual;number of maternal deaths per 100,000 live births
2006;Uruguay;Maternal mortality ratio (MMR);Units;Annual;31.5;Annual;number of maternal deaths per 100,000 live births
1991;Guinea;Number of maternal deaths (lower bound);Units;Annual;1924.0;Annual;Number
1993;Guinea;Number of maternal deaths (lower bound);Units;Annual;2188.0;Annual;Number
1994;Guinea;Number of maternal deaths (lower bound);Units;Annual;2310.0;Annual;Number
1998;Guinea;Number of maternal deaths (lower bound);Units;Annual;2509.0;Annual;Number
2011;Guinea;Number of maternal deaths (lower bound);Units;Annual;2069.0;Annual;Number
1994;Korea, Republic of;Maternal mortality ratio (MMR) (lower bound);Units;Annual;15.6;Annual;number of maternal deaths per 100,000 live births
2001;Korea, Republic of;Maternal mortality ratio (MMR) (lower bound);Units;Annual;14.8;Annual;number of maternal deaths per 100,000 live births
2002;Korea, Republic of;Maternal mortality ratio (MMR) (lower bound);Units;Annual;14.1;Annual;number of maternal deaths per 100,000 live births
2007;Korea, Republic of;Maternal mortality ratio (MMR) (lower bound);Units;Annual;11.5;Annual;number of maternal deaths per 100,000 live births
2009;Korea, Republic of;Maternal mortality ratio (MMR) (lower bound);Units;Annual;9.9;Annual;number of maternal deaths per 100,000 live births
2011;Korea, Republic of;Maternal mortality ratio (MMR) (lower bound);Units;Annual;9.1;Annual;number of maternal deaths per 100,000 live births
1994;Chile;Number of maternal deaths (lower bound);Units;Annual;94.0;Annual;Number
1999;Chile;Number of maternal deaths (lower bound);Units;Annual;60.0;Annual;Number
2000;Chile;Number of maternal deaths (lower bound);Units;Annual;53.0;Annual;Number
2002;Chile;Number of maternal deaths (lower bound);Units;Annual;47.0;Annual;Number
2003;Chile;Number of maternal deaths (lower bound);Units;Annual;45.0;Annual;Number
2007;Chile;Number of maternal deaths (lower bound);Units;Annual;48.0;Annual;Number
1994;Russian Federation;Maternal mortality ratio (MMR) (upper bound);Units;Annual;71.2;Annual;number of maternal deaths per 100,000 live births
2001;Russian Federation;Maternal mortality ratio (MMR) (upper bound);Units;Annual;69.2;Annual;number of maternal deaths per 100,000 live births
2006;Russian Federation;Maternal mortality ratio (MMR) (upper bound);Units;Annual;60.8;Annual;number of maternal deaths per 100,000 live births
2009;Russian Federation;Maternal mortality ratio (MMR) (upper bound);Units;Annual;57.5;Annual;number of maternal deaths per 100,000 live births
1992;France;Number of maternal deaths;Units;Annual;120.0;Annual;Number
2000;France;Number of maternal deaths;Units;Annual;95.0;Annual;Number
2001;France;Number of maternal deaths;Units;Annual;94.0;Annual;Number
2005;France;Number of maternal deaths;Units;Annual;87.0;Annual;Number
1990;Zambia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;552.6;Annual;number of maternal deaths per 100,000 live births
1992;Zambia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;688.8;Annual;number of maternal deaths per 100,000 live births
2005;Zambia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;725.3;Annual;number of maternal deaths per 100,000 live births
1993;Guinea-Bissau;Maternal mortality ratio (MMR);Units;Annual;790.4;Annual;number of maternal deaths per 100,000 live births
1994;Guinea-Bissau;Maternal mortality ratio (MMR);Units;Annual;784.0;Annual;number of maternal deaths per 100,000 live births
1996;Guinea-Bissau;Maternal mortality ratio (MMR);Units;Annual;784.3;Annual;number of maternal deaths per 100,000 live births
1997;Guinea-Bissau;Maternal mortality ratio (MMR);Units;Annual;794.7;Annual;number of maternal deaths per 100,000 live births
2000;Angola;Maternal mortality ratio (MMR) (upper bound);Units;Annual;845.6;Annual;number of maternal deaths per 100,000 live births
2002;Angola;Maternal mortality ratio (MMR) (upper bound);Units;Annual;785.5;Annual;number of maternal deaths per 100,000 live births
2003;Angola;Maternal mortality ratio (MMR) (upper bound);Units;Annual;746.3;Annual;number of maternal deaths per 100,000 live births
2007;Angola;Maternal mortality ratio (MMR) (upper bound);Units;Annual;579.2;Annual;number of maternal deaths per 100,000 live births
1998;Luxembourg;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1991;Estonia;Number of maternal deaths (upper bound);Units;Annual;8.0;Annual;Number
1992;Estonia;Number of maternal deaths (upper bound);Units;Annual;7.0;Annual;Number
1996;Estonia;Number of maternal deaths (upper bound);Units;Annual;5.0;Annual;Number
2000;Estonia;Number of maternal deaths (upper bound);Units;Annual;3.0;Annual;Number
2011;Estonia;Number of maternal deaths (upper bound);Units;Annual;1.0;Annual;Number
1993;Nicaragua;Number of maternal deaths (lower bound);Units;Annual;110.0;Annual;Number
1995;Nicaragua;Number of maternal deaths (lower bound);Units;Annual;118.0;Annual;Number
1993;Mexico;Maternal mortality ratio (MMR);Units;Annual;66.8;Annual;number of maternal deaths per 100,000 live births
2004;Mexico;Maternal mortality ratio (MMR);Units;Annual;62.1;Annual;number of maternal deaths per 100,000 live births
2005;Mexico;Maternal mortality ratio (MMR);Units;Annual;61.0;Annual;number of maternal deaths per 100,000 live births
2009;Mexico;Maternal mortality ratio (MMR);Units;Annual;61.2;Annual;number of maternal deaths per 100,000 live births
1991;Cape Verde;Number of maternal deaths (lower bound);Units;Annual;23.0;Annual;Number
1999;Cape Verde;Number of maternal deaths (lower bound);Units;Annual;18.0;Annual;Number
1996;Latvia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;42.0;Annual;number of maternal deaths per 100,000 live births
2003;Latvia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;22.0;Annual;number of maternal deaths per 100,000 live births
2007;Latvia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;19.9;Annual;number of maternal deaths per 100,000 live births
2004;United Kingdom;Number of maternal deaths (lower bound);Units;Annual;69.0;Annual;Number
1993;Denmark;Maternal mortality ratio (MMR) (upper bound);Units;Annual;11.2;Annual;number of maternal deaths per 100,000 live births
2001;Denmark;Maternal mortality ratio (MMR) (upper bound);Units;Annual;7.4;Annual;number of maternal deaths per 100,000 live births
2003;Denmark;Maternal mortality ratio (MMR) (upper bound);Units;Annual;7.2;Annual;number of maternal deaths per 100,000 live births
2004;Denmark;Maternal mortality ratio (MMR) (upper bound);Units;Annual;7.3;Annual;number of maternal deaths per 100,000 live births
2007;Denmark;Maternal mortality ratio (MMR) (upper bound);Units;Annual;6.9;Annual;number of maternal deaths per 100,000 live births
1993;Thailand;Maternal mortality ratio (MMR);Units;Annual;32.1;Annual;number of maternal deaths per 100,000 live births
1997;Thailand;Maternal mortality ratio (MMR);Units;Annual;47.7;Annual;number of maternal deaths per 100,000 live births
1999;Thailand;Maternal mortality ratio (MMR);Units;Annual;52.3;Annual;number of maternal deaths per 100,000 live births
2002;Thailand;Maternal mortality ratio (MMR);Units;Annual;57.6;Annual;number of maternal deaths per 100,000 live births
2003;Thailand;Maternal mortality ratio (MMR);Units;Annual;55.6;Annual;number of maternal deaths per 100,000 live births
2007;Thailand;Maternal mortality ratio (MMR);Units;Annual;46.8;Annual;number of maternal deaths per 100,000 live births
1994;Morocco;Number of maternal deaths (lower bound);Units;Annual;1992.0;Annual;Number
1996;Morocco;Number of maternal deaths (lower bound);Units;Annual;1580.0;Annual;Number
1998;Morocco;Number of maternal deaths (lower bound);Units;Annual;1328.0;Annual;Number
2000;Morocco;Number of maternal deaths (lower bound);Units;Annual;1119.0;Annual;Number
1991;Peru;Number of maternal deaths (upper bound);Units;Annual;1244.0;Annual;Number
1999;Peru;Number of maternal deaths (upper bound);Units;Annual;807.0;Annual;Number
2010;Peru;Number of maternal deaths (upper bound);Units;Annual;411.0;Annual;Number
2011;Peru;Number of maternal deaths (upper bound);Units;Annual;406.0;Annual;Number
1998;Burkina Faso;Number of maternal deaths (lower bound);Units;Annual;2461.0;Annual;Number
2000;Burkina Faso;Number of maternal deaths (lower bound);Units;Annual;2329.0;Annual;Number
2002;Burkina Faso;Number of maternal deaths (lower bound);Units;Annual;2336.0;Annual;Number
2003;Burkina Faso;Number of maternal deaths (lower bound);Units;Annual;2281.0;Annual;Number
1996;Mauritius;Number of maternal deaths;Units;Annual;13.0;Annual;Number
1997;Mauritius;Number of maternal deaths;Units;Annual;12.0;Annual;Number
2000;Mauritius;Number of maternal deaths;Units;Annual;9.0;Annual;Number
2004;Mauritius;Number of maternal deaths;Units;Annual;8.0;Annual;Number
2006;Mauritius;Number of maternal deaths;Units;Annual;8.0;Annual;Number
1990;Netherlands;Maternal mortality ratio (MMR) (upper bound);Units;Annual;13.3;Annual;number of maternal deaths per 100,000 live births
1992;Netherlands;Maternal mortality ratio (MMR) (upper bound);Units;Annual;14.3;Annual;number of maternal deaths per 100,000 live births
1996;Netherlands;Maternal mortality ratio (MMR) (upper bound);Units;Annual;16.8;Annual;number of maternal deaths per 100,000 live births
2000;Netherlands;Maternal mortality ratio (MMR) (upper bound);Units;Annual;16.0;Annual;number of maternal deaths per 100,000 live births
2001;Netherlands;Maternal mortality ratio (MMR) (upper bound);Units;Annual;15.2;Annual;number of maternal deaths per 100,000 live births
2006;Netherlands;Maternal mortality ratio (MMR) (upper bound);Units;Annual;11.4;Annual;number of maternal deaths per 100,000 live births
2007;Netherlands;Maternal mortality ratio (MMR) (upper bound);Units;Annual;10.8;Annual;number of maternal deaths per 100,000 live births
1991;Lithuania;Maternal mortality ratio (MMR) (upper bound);Units;Annual;30.4;Annual;number of maternal deaths per 100,000 live births
1994;Lithuania;Maternal mortality ratio (MMR) (upper bound);Units;Annual;29.9;Annual;number of maternal deaths per 100,000 live births
2006;Lithuania;Maternal mortality ratio (MMR) (upper bound);Units;Annual;17.9;Annual;number of maternal deaths per 100,000 live births
2010;Lithuania;Maternal mortality ratio (MMR) (upper bound);Units;Annual;12.1;Annual;number of maternal deaths per 100,000 live births
1990;Hungary;Number of maternal deaths;Units;Annual;27.0;Annual;Number
1994;Hungary;Number of maternal deaths;Units;Annual;24.0;Annual;Number
1996;Hungary;Number of maternal deaths;Units;Annual;20.0;Annual;Number
2000;Hungary;Number of maternal deaths;Units;Annual;15.0;Annual;Number
2006;Hungary;Number of maternal deaths;Units;Annual;14.0;Annual;Number
2007;Hungary;Number of maternal deaths;Units;Annual;15.0;Annual;Number
1990;Tunisia;Number of maternal deaths;Units;Annual;203.0;Annual;Number
1992;Tunisia;Number of maternal deaths;Units;Annual;171.0;Annual;Number
1994;Tunisia;Number of maternal deaths;Units;Annual;140.0;Annual;Number
1997;Gambia;Number of maternal deaths (upper bound);Units;Annual;245.0;Annual;Number
1998;Gambia;Number of maternal deaths (upper bound);Units;Annual;238.0;Annual;Number
2002;Gambia;Number of maternal deaths (upper bound);Units;Annual;212.0;Annual;Number
1994;Guinea-Bissau;Maternal mortality ratio (MMR) (upper bound);Units;Annual;936.2;Annual;number of maternal deaths per 100,000 live births
2003;Cambodia;Number of maternal deaths;Units;Annual;1543.0;Annual;Number
1994;Pakistan;Number of maternal deaths;Units;Annual;23274.0;Annual;Number
1996;Pakistan;Number of maternal deaths;Units;Annual;23550.0;Annual;Number
1998;Pakistan;Number of maternal deaths;Units;Annual;23897.0;Annual;Number
2004;Pakistan;Number of maternal deaths;Units;Annual;20374.0;Annual;Number
2008;Pakistan;Number of maternal deaths;Units;Annual;17956.0;Annual;Number
2011;Pakistan;Number of maternal deaths;Units;Annual;15896.0;Annual;Number
1990;Austria;Number of maternal deaths;Units;Annual;9.0;Annual;Number
1992;Austria;Number of maternal deaths;Units;Annual;9.0;Annual;Number
